#  Non-editable header begin --------------------------------------------------------------------------------
# 
#  data format...............: continuous
#  setname...................: CNT file
#  filename..................: none_specified
#  filepath..................: none_specified
#  nchan.....................: 32
#  pnts......................: 3111680
#  srate.....................: 1000
#  nevents...................: 4652
#  generated by (bdf)........: 
#  generated by (set)........: CNT file
#  reported in ..............: 
#  prog Version..............: 2.0.0.0
#  creation date.............: 23-Jul-2012 18:23:27
#  user Account..............: 
# 
#  Non-editable header end --------------------------------------------------------------------------------




# item	 bepoch	  ecode	            label	      onset	          diff	     dura	b_flags	   a_flags	  enable	    bin
#                                                 (sec)           (sec)     (msec)    (binary)   (binary)


1     	0     	      1	              ""	      0.4000	      0.00	    0.0	    00000000     00000000	   1	[       ]
2     	0     	      1	              ""	      0.9340	    534.00	    0.0	    00000000     00000000	   1	[       ]
3     	0     	      1	              ""	      1.4680	    534.00	    0.0	    00000000     00000000	   1	[       ]
4     	0     	      1	              ""	      2.0020	    534.00	    0.0	    00000000     00000000	   1	[       ]
5     	0     	      1	              ""	      2.5360	    534.00	    0.0	    00000000     00000000	   1	[       ]
6     	0     	      1	              ""	      3.0690	    533.00	    0.0	    00000000     00000000	   1	[       ]
7     	0     	      1	              ""	      3.6030	    534.00	    0.0	    00000000     00000000	   1	[       ]
8     	0     	      1	              ""	      4.1370	    534.00	    0.0	    00000000     00000000	   1	[       ]
9     	0     	      1	              ""	      4.6710	    534.00	    0.0	    00000000     00000000	   1	[       ]
10    	0     	      1	              ""	      5.2050	    534.00	    0.0	    00000000     00000000	   1	[       ]
11    	0     	      1	              ""	      5.7380	    533.00	    0.0	    00000000     00000000	   1	[       ]
12    	0     	      1	              ""	      6.2720	    534.00	    0.0	    00000000     00000000	   1	[       ]
13    	0     	      1	              ""	      6.8060	    534.00	    0.0	    00000000     00000000	   1	[       ]
14    	0     	    253	              ""	      7.8400	   1034.00	    0.0	    00000000     00000000	   1	[       ]
15    	0     	      3	              ""	      7.8440	      4.00	    0.0	    00000000     00000000	   1	[       ]
16    	0     	    251	              ""	      9.2790	   1435.00	    0.0	    00000000     00000000	   1	[       ]
17    	0     	    250	              ""	     10.4070	   1128.00	    0.0	    00000000     00000000	   1	[       ]
18    	0     	    250	              ""	     12.3120	   1905.00	    0.0	    00000000     00000000	   1	[       ]
19    	0     	    250	              ""	     47.1800	  34868.00	    0.0	    00000000     00000000	   1	[       ]
20    	0     	      1	              ""	     47.7310	    551.00	    0.0	    00000000     00000000	   1	[       ]
21    	0     	      1	              ""	     48.2650	    534.00	    0.0	    00000000     00000000	   1	[       ]
22    	0     	      1	              ""	     48.7980	    533.00	    0.0	    00000000     00000000	   1	[       ]
23    	0     	      1	              ""	     49.3320	    534.00	    0.0	    00000000     00000000	   1	[       ]
24    	0     	      1	              ""	     49.8660	    534.00	    0.0	    00000000     00000000	   1	[       ]
25    	0     	      1	              ""	     50.4010	    535.00	    0.0	    00000000     00000000	   1	[       ]
26    	0     	     53	              ""	     50.9350	    534.00	    0.0	    00000000     00000000	   1	[       ]
27    	0     	     54	              ""	     51.4690	    534.00	    0.0	    00000000     00000000	   1	[       ]
28    	0     	     55	              ""	     52.0020	    533.00	    0.0	    00000000     00000000	   1	[       ]
29    	0     	     56	              ""	     52.5360	    534.00	    0.0	    00000000     00000000	   1	[       ]
30    	0     	     57	              ""	     53.0700	    534.00	    0.0	    00000000     00000000	   1	[       ]
31    	0     	     58	              ""	     53.6040	    534.00	    0.0	    00000000     00000000	   1	[       ]
32    	0     	     59	              ""	     54.1380	    534.00	    0.0	    00000000     00000000	   1	[       ]
33    	0     	      1	              ""	     54.6710	    533.00	    0.0	    00000000     00000000	   1	[       ]
34    	0     	      1	              ""	     55.2050	    534.00	    0.0	    00000000     00000000	   1	[       ]
35    	0     	     50	              ""	     55.7390	    534.00	    0.0	    00000000     00000000	   1	[       ]
36    	0     	    253	              ""	     56.7730	   1034.00	    0.0	    00000000     00000000	   1	[       ]
37    	0     	      5	              ""	     56.7770	      4.00	    0.0	    00000000     00000000	   1	[       ]
38    	0     	    252	              ""	     57.1100	    333.00	    0.0	    00000000     00000000	   1	[       ]
39    	0     	    250	              ""	     58.8370	   1727.00	    0.0	    00000000     00000000	   1	[       ]
40    	0     	      1	              ""	     59.3930	    556.00	    0.0	    00000000     00000000	   1	[       ]
41    	0     	      1	              ""	     59.9270	    534.00	    0.0	    00000000     00000000	   1	[       ]
42    	0     	      1	              ""	     60.4610	    534.00	    0.0	    00000000     00000000	   1	[       ]
43    	0     	     63	              ""	     60.9950	    534.00	    0.0	    00000000     00000000	   1	[       ]
44    	0     	     64	              ""	     61.5280	    533.00	    0.0	    00000000     00000000	   1	[       ]
45    	0     	     65	              ""	     62.0620	    534.00	    0.0	    00000000     00000000	   1	[       ]
46    	0     	     66	              ""	     62.5960	    534.00	    0.0	    00000000     00000000	   1	[       ]
47    	0     	     67	              ""	     63.1300	    534.00	    0.0	    00000000     00000000	   1	[       ]
48    	0     	     68	              ""	     63.6640	    534.00	    0.0	    00000000     00000000	   1	[       ]
