#  Non-editable header begin --------------------------------------------------------------------------------
# 
#  data format...............: continuous
#  setname...................: CNT file
#  filename..................: none_specified
#  filepath..................: none_specified
#  nchan.....................: 32
#  pnts......................: 4476160
#  srate.....................: 1000
#  nevents...................: 4740
#  generated by (bdf)........: 
#  generated by (set)........: CNT file
#  reported in ..............: 
#  prog Version..............: 2.0.0.0
#  creation date.............: 23-Jul-2012 18:29:44
#  user Account..............: 
# 
#  Non-editable header end --------------------------------------------------------------------------------




# item	 bepoch	  ecode	            label	      onset	          diff	     dura	b_flags	   a_flags	  enable	    bin
#                                                 (sec)           (sec)     (msec)    (binary)   (binary)


1     	0     	    254	              ""	     12.4410	      0.00	    0.0	    00000000     00000000	   1	[       ]
2     	0     	    250	              ""	     26.1590	  13718.00	    0.0	    00000000     00000000	   1	[       ]
3     	0     	    250	              ""	    109.2570	  83098.01	    0.0	    00000000     00000000	   1	[       ]
4     	0     	      1	              ""	    109.9390	    682.00	    0.0	    00000000     00000000	   1	[       ]
5     	0     	      1	              ""	    110.4690	    530.00	    0.0	    00000000     00000000	   1	[       ]
6     	0     	      1	              ""	    111.0030	    534.00	    0.0	    00000000     00000000	   1	[       ]
7     	0     	      1	              ""	    111.5370	    534.00	    0.0	    00000000     00000000	   1	[       ]
8     	0     	      1	              ""	    112.0700	    533.00	    0.0	    00000000     00000000	   1	[       ]
9     	0     	    253	              ""	    113.1050	   1035.00	    0.0	    00000000     00000000	   1	[       ]
10    	0     	      2	              ""	    113.1110	      6.00	    0.0	    00000000     00000000	   1	[       ]
11    	0     	    251	              ""	    116.3390	   3228.00	    0.0	    00000000     00000000	   1	[       ]
12    	0     	    250	              ""	    117.4250	   1086.01	    0.0	    00000000     00000000	   1	[       ]
13    	0     	    250	              ""	    130.5890	  13164.00	    0.0	    00000000     00000000	   1	[       ]
14    	0     	      1	              ""	    131.1390	    550.00	    0.0	    00000000     00000000	   1	[       ]
15    	0     	      1	              ""	    131.6730	    534.00	    0.0	    00000000     00000000	   1	[       ]
16    	0     	      1	              ""	    132.2070	    534.00	    0.0	    00000000     00000000	   1	[       ]
17    	0     	      1	              ""	    132.7410	    534.00	    0.0	    00000000     00000000	   1	[       ]
18    	0     	      1	              ""	    133.2750	    534.00	    0.0	    00000000     00000000	   1	[       ]
19    	0     	      1	              ""	    133.8090	    534.01	    0.0	    00000000     00000000	   1	[       ]
20    	0     	      1	              ""	    134.3420	    532.99	    0.0	    00000000     00000000	   1	[       ]
21    	0     	      1	              ""	    134.8760	    534.01	    0.0	    00000000     00000000	   1	[       ]
22    	0     	      1	              ""	    135.4110	    534.99	    0.0	    00000000     00000000	   1	[       ]
23    	0     	      1	              ""	    135.9450	    534.01	    0.0	    00000000     00000000	   1	[       ]
24    	0     	      1	              ""	    136.4790	    534.00	    0.0	    00000000     00000000	   1	[       ]
25    	0     	      1	              ""	    137.0120	    532.99	    0.0	    00000000     00000000	   1	[       ]
26    	0     	      1	              ""	    137.5460	    534.01	    0.0	    00000000     00000000	   1	[       ]
27    	0     	    253	              ""	    138.5800	   1034.00	    0.0	    00000000     00000000	   1	[       ]
28    	0     	      3	              ""	    138.5840	      4.00	    0.0	    00000000     00000000	   1	[       ]
29    	0     	    251	              ""	    139.6920	   1108.00	    0.0	    00000000     00000000	   1	[       ]
30    	0     	    250	              ""	    141.3660	   1674.00	    0.0	    00000000     00000000	   1	[       ]
31    	0     	    250	              ""	    148.0460	   6680.01	    0.0	    00000000     00000000	   1	[       ]
32    	0     	      1	              ""	    148.5900	    543.99	    0.0	    00000000     00000000	   1	[       ]
33    	0     	      1	              ""	    149.1240	    534.00	    0.0	    00000000     00000000	   1	[       ]
34    	0     	      1	              ""	    149.6580	    534.01	    0.0	    00000000     00000000	   1	[       ]
35    	0     	      1	              ""	    150.1920	    534.00	    0.0	    00000000     00000000	   1	[       ]
